iter	Passed	Remaining
380	679	1103
381	681	1102
382	684	1102
383	686	1100
384	688	1100
385	691	1100
386	693	1098
387	696	1097
388	698	1096
389	700	1095
390	702	1094
391	704	1093
392	706	1091
393	709	1090
394	711	1089
395	713	1088
396	715	1086
397	717	1085
398	719	1083
399	720	1081
400	722	1078
401	723	1076
402	724	1073
403	726	1071
404	727	1069
405	729	1066
406	730	1064
407	732	1062
408	733	1060
409	735	1057
410	736	1055
411	738	1053
412	739	1050
413	740	1048
414	742	1046
415	743	1043
416	744	1041
417	746	1039
418	747	1036
419	749	1034
420	750	1032
421	752	1031
422	754	1028
423	755	1026
424	757	1024
425	758	1022
426	760	1020
427	762	1019
428	765	1019
429	767	1017
430	769	1016
431	772	1016
432	776	1016
433	777	1014
434	778	1011
435	780	1009
436	781	1006
437	783	1004
438	784	1002
439	785	1000
440	787	997
441	788	995
442	790	993
443	791	991
444	793	989
445	794	987
446	796	985
447	798	983
448	799	981
449	800	978
450	802	976
451	804	974
452	805	972
453	806	970
454	808	968
455	809	966
456	811	963
457	812	961
458	814	959
459	815	957
460	816	955
461	818	953
462	819	950
463	821	948
464	822	946
465	824	944
466	825	942
467	826	939
468	828	937
469	829	935
470	831	933
471	832	931
472	834	929
473	835	927
474	837	925
475	838	923
476	839	920
477	841	918
478	843	916
479	844	914
480	845	912
481	847	910
482	849	908
483	850	906
484	851	904
485	853	902
486	854	900
487	856	898
488	857	896
489	859	894
490	860	892
491	862	890
492	864	888
493	865	886
494	867	885
495	869	883
496	870	880
497	871	878
498	873	876
499	874	874
500	876	872
501	878	871
502	880	869
503	881	867
504	883	865
505	884	863
506	885	861
507	887	859
508	888	857
509	889	855
510	891	853
511	892	850
512	894	849
513	895	847
514	897	844
515	898	842
516	899	840
517	900	838
518	902	836
519	904	834
520	905	832
521	906	830
522	908	828
523	909	826
524	911	824
525	912	822
526	913	820
527	915	818
528	916	815
529	917	813
530	919	811
531	920	809
532	922	807
533	923	805
534	925	803
535	926	801
536	927	799
537	929	797
538	930	795
539	931	793
540	933	791
541	934	789
542	935	787
543	937	785
544	938	783
545	940	781
546	941	779
547	943	777
548	944	775
549	945	773
550	946	771
551	948	769
552	950	767
553	951	765
554	952	763
555	954	762
556	956	761
557	958	759
558	960	757
559	961	755
560	962	753
561	964	751
562	965	749
563	967	747
564	968	745
565	970	743
566	971	741
567	972	739
568	974	737
569	975	736
570	977	734
571	978	732
572	979	730
573	981	728
574	982	726
575	984	724
576	985	722
577	986	720
578	988	718
579	989	716
580	990	714
581	992	712
582	994	711
583	995	709
584	996	707
585	998	705
586	1000	703
587	1001	701
588	1002	699
589	1004	697
590	1005	695
591	1007	694
592	1008	692
593	1009	690
594	1011	688
595	1012	686
596	1014	684
597	1015	682
598	1017	680
599	1018	678
600	1020	677
601	1021	675
602	1023	673
603	1024	671
604	1025	669
605	1027	667
606	1028	665
607	1029	664
608	1031	662
609	1032	660
610	1034	658
611	1035	656
612	1037	654
613	1038	652
614	1039	650
615	1041	649
616	1042	647
617	1044	645
618	1045	643
619	1046	641
620	1048	639
621	1049	638
622	1051	636
623	1052	634
624	1053	632
625	1055	630
626	1056	628
627	1058	626
628	1059	625
629	1061	623
630	1063	622
631	1066	620
632	1068	619
633	1069	617
634	1071	615
635	1072	613
636	1074	612
637	1075	610
638	1077	608
639	1079	607
640	1080	605
641	1082	603
642	1083	601
643	1085	599
644	1086	597
645	1087	596
646	1089	594
647	1090	592
648	1092	590
649	1093	588
650	1094	586
651	1096	585
652	1097	583
653	1099	581
654	1100	579
655	1101	577
656	1103	575
657	1104	574
658	1106	572
659	1107	570
660	1109	568
661	1110	567
662	1111	565
663	1113	563
664	1114	561
665	1116	559
666	1117	557
667	1118	556
668	1121	554
669	1122	553
670	1124	551
671	1125	549
672	1127	547
673	1128	545
674	1129	544
675	1131	542
676	1132	540
677	1134	538
678	1135	536
679	1137	535
680	1138	533
681	1139	531
682	1141	529
683	1162	536
684	1168	537
685	1184	542
686	1189	542
687	1195	542
688	1201	542
689	1205	541
690	1209	540
691	1211	539
692	1212	537
693	1213	535
694	1215	533
695	1216	531
696	1219	529
697	1220	527
698	1221	526
699	1223	524
700	1225	522
701	1226	520
702	1230	519
703	1231	517
704	1232	515
705	1234	513
706	1235	512
707	1237	510
708	1239	508
709	1240	506
710	1241	504
711	1243	502
712	1245	501
713	1248	500
714	1250	498
715	1251	496
716	1253	494
717	1255	492
718	1256	491
719	1258	489
720	1259	487
721	1261	485
722	1262	483
723	1264	481
724	1265	480
725	1267	478
726	1268	476
727	1270	474
728	1271	472
729	1273	471
730	1275	469
731	1276	467
732	1278	465
733	1279	463
734	1281	461
735	1283	460
736	1284	458
737	1285	456
738	1287	454
739	1288	452
740	1290	451
741	1291	449
742	1293	447
743	1294	445
744	1296	443
745	1298	442
746	1299	440
747	1301	438
748	1302	436
749	1304	434
750	1306	433
751	1307	431
752	1309	429
753	1310	427
754	1312	425
755	1313	424
756	1315	422
757	1316	420
758	1318	418
759	1319	416
760	1321	414
761	1322	413
762	1323	411
763	1326	409
764	1327	407
765	1328	405
766	1330	404
767	1331	402
768	1333	400
769	1334	398
770	1336	396
771	1337	395
772	1339	393
773	1340	391
774	1342	389
775	1343	387
776	1345	386
777	1346	384
778	1348	382
779	1350	381
780	1352	379
781	1353	377
782	1355	375
783	1356	373
784	1357	371
785	1359	370
786	1360	368
787	1361	366
788	1363	364
789	1364	362
790	1366	360
791	1367	359
792	1369	357
793	1370	355
794	1372	353
795	1373	352
796	1374	350
797	1376	348
798	1377	346
799	1379	344
800	1380	342
801	1382	341
802	1383	339
803	1385	337
804	1386	335
805	1388	334
806	1389	332
807	1391	330
808	1392	328
809	1394	327
810	1395	325
811	1397	323
812	1398	321
813	1400	320
814	1402	318
815	1403	316
816	1405	314
817	1406	312
818	1408	311
819	1409	309
820	1411	307
821	1412	305
822	1414	304
823	1415	302
824	1416	300
825	1418	298
826	1419	297
827	1421	295
828	1423	293
829	1425	291
830	1427	290
831	1428	288
832	1430	286
833	1432	285
834	1433	283
835	1435	281
836	1436	279
837	1437	277
838	1440	276
839	1441	274
840	1443	272
841	1444	271
842	1446	269
843	1447	267
844	1449	265
845	1450	264
846	1451	262
847	1453	260
848	1455	258
849	1456	257
850	1458	255
851	1459	253
852	1461	251
853	1462	250
854	1463	248
855	1465	246
856	1466	244
857	1468	242
858	1469	241
859	1471	239
860	1472	237
861	1474	236
862	1475	234
863	1477	232
864	1478	230
865	1479	228
866	1481	227
867	1483	225
868	1484	223
869	1486	222
870	1488	220
871	1489	218
872	1490	216
873	1492	215
874	1493	213
875	1495	211
876	1496	209
877	1498	208
878	1499	206
879	1500	204
880	1502	202
881	1503	201
882	1505	199
883	1506	197
884	1508	195
885	1509	194
886	1511	192
887	1513	190
888	1514	189
889	1516	187
890	1517	185
891	1519	183
892	1520	182
893	1522	180
894	1523	178
895	1525	177
896	1526	175
897	1528	173
898	1529	171
899	1531	170
900	1532	168
901	1534	166
902	1535	164
903	1537	163
904	1538	161
905	1540	159
906	1541	158
907	1543	156
908	1544	154
909	1546	152
910	1547	151
911	1548	149
912	1550	147
913	1552	146
914	1553	144
915	1555	142
916	1557	140
917	1559	139
918	1560	137
919	1561	135
920	1563	134
921	1564	132
922	1566	130
923	1568	128
924	1569	127
925	1571	125
926	1572	123
927	1574	122
928	1575	120
929	1577	118
930	1578	116
931	1579	115
932	1582	113
933	1583	111
934	1585	110
935	1586	108
936	1588	106
937	1589	105
938	1591	103
939	1592	101
940	1594	99
941	1596	98
942	1597	96
943	1599	94
944	1600	93
945	1601	91
946	1603	89
947	1604	88
948	1606	86
949	1607	84
950	1609	82
951	1610	81
952	1612	79
953	1613	77
954	1615	76
955	1616	74
956	1618	72
957	1619	71
958	1621	69
959	1622	67
960	1624	65
961	1626	64
962	1627	62
963	1629	60
964	1630	59
965	1632	57
966	1633	55
967	1635	54
968	1636	52
969	1638	50
970	1639	48
971	1640	47
972	1642	45
973	1643	43
974	1645	42
975	1646	40
976	1647	38
977	1649	37
978	1651	35
979	1652	33
980	1654	32
981	1655	30
982	1656	28
983	1659	26
984	1660	25
985	1662	23
986	1663	21
987	1665	20
988	1667	18
989	1668	16
990	1669	15
991	1671	13
992	1672	11
993	1674	10
994	1675	8
995	1676	6
996	1678	5
997	1680	3
998	1682	1
999	1683	0
