iter	Passed	Remaining
228	423	1426
229	425	1424
230	427	1422
231	429	1420
232	430	1418
233	432	1415
234	434	1413
235	436	1411
236	437	1409
237	439	1407
238	441	1405
239	443	1402
240	444	1401
241	446	1398
242	448	1396
243	450	1394
244	451	1392
245	453	1391
246	455	1389
247	457	1387
248	459	1385
249	461	1383
250	463	1381
251	464	1379
252	466	1377
253	468	1376
254	470	1374
255	472	1373
256	474	1371
257	476	1369
258	477	1367
259	479	1365
260	481	1363
261	483	1361
262	499	1398
263	501	1397
264	503	1395
265	504	1392
266	506	1390
267	508	1387
268	509	1385
269	511	1383
270	513	1381
271	515	1379
272	517	1377
273	518	1375
274	520	1372
275	522	1370
276	524	1367
277	525	1365
278	527	1362
279	529	1360
280	530	1357
281	532	1355
282	534	1353
283	535	1351
284	537	1349
285	539	1346
286	541	1344
287	542	1342
288	544	1339
289	546	1337
290	548	1335
291	549	1332
292	551	1330
293	553	1329
294	555	1327
295	557	1325
296	558	1323
297	561	1321
298	562	1319
299	564	1317
300	566	1314
301	567	1312
302	569	1309
303	571	1307
304	572	1305
305	574	1303
306	576	1301
307	578	1299
308	580	1297
309	581	1295
310	583	1292
311	585	1290
312	587	1288
313	588	1286
314	590	1284
315	592	1282
316	594	1280
317	596	1278
318	597	1276
319	599	1273
320	601	1271
321	602	1269
322	604	1267
323	606	1265
324	608	1263
325	610	1261
326	611	1259
327	613	1257
328	615	1255
329	617	1253
330	619	1251
331	620	1249
332	622	1247
333	624	1244
334	626	1242
335	627	1240
336	629	1238
337	631	1236
338	633	1234
339	634	1232
340	636	1230
341	638	1228
342	640	1226
343	642	1224
344	643	1222
345	645	1220
346	647	1218
347	649	1216
348	650	1214
349	652	1212
350	654	1210
351	656	1208
352	657	1205
353	659	1203
354	661	1201
355	663	1199
356	664	1197
357	666	1195
358	668	1193
359	670	1191
360	671	1189
361	673	1187
362	675	1185
363	677	1183
364	679	1181
365	681	1179
366	682	1177
367	684	1176
368	686	1174
369	688	1171
370	690	1169
371	691	1167
372	693	1165
373	695	1164
374	697	1162
375	699	1160
376	701	1159
377	703	1157
378	704	1155
379	706	1153
380	708	1151
381	710	1149
382	712	1147
383	714	1146
384	718	1147
385	734	1168
386	737	1167
387	745	1175
388	748	1175
389	751	1175
390	753	1174
391	756	1172
392	758	1171
393	761	1170
394	763	1169
395	766	1168
396	770	1169
397	772	1168
398	774	1167
399	777	1166
400	780	1166
401	783	1165
402	785	1164
403	788	1162
404	790	1161
405	792	1160
406	795	1158
407	797	1157
408	800	1156
409	802	1154
410	804	1152
411	806	1150
412	808	1148
413	809	1146
414	811	1144
415	813	1142
416	815	1139
417	817	1137
418	819	1135
419	821	1133
420	823	1131
421	824	1129
422	826	1127
423	828	1125
424	830	1124
425	832	1122
426	834	1119
427	836	1118
428	838	1115
429	840	1113
430	842	1111
431	843	1109
432	845	1107
433	847	1105
434	849	1103
435	851	1101
436	853	1099
437	855	1097
438	857	1095
439	858	1093
440	860	1090
441	862	1088
442	864	1086
443	866	1084
444	867	1082
445	869	1080
446	871	1078
447	873	1076
448	875	1074
449	877	1071
450	878	1069
451	880	1067
452	882	1065
453	884	1063
454	886	1061
455	888	1059
456	890	1057
457	891	1055
458	893	1053
459	895	1051
460	897	1049
461	900	1048
462	902	1046
463	904	1044
464	905	1042
465	907	1040
466	910	1039
467	912	1037
468	914	1035
469	916	1033
470	918	1031
471	919	1028
472	921	1026
473	923	1024
474	925	1022
475	926	1020
476	928	1018
477	930	1016
478	932	1013
479	934	1011
480	935	1009
481	937	1007
482	939	1005
483	941	1003
484	943	1001
485	945	999
486	947	997
487	949	995
488	950	993
489	952	991
490	954	989
491	956	987
492	958	985
493	960	984
494	962	982
495	964	980
496	966	978
497	968	976
498	970	974
499	972	972
500	974	970
501	976	968
502	978	966
503	980	964
504	981	962
505	983	960
506	985	958
507	987	956
508	989	954
509	991	952
510	993	950
511	995	948
512	997	946
513	999	944
514	1000	942
515	1002	940
516	1004	938
517	1006	936
518	1008	934
519	1010	932
520	1012	930
521	1014	928
522	1015	926
523	1017	924
524	1019	922
525	1021	920
526	1023	918
527	1025	916
528	1027	914
529	1029	912
530	1030	910
531	1032	908
532	1034	906
533	1036	904
534	1038	902
535	1040	900
536	1041	898
537	1043	896
538	1045	894
539	1047	892
540	1049	890
541	1050	888
542	1052	886
543	1054	884
544	1056	882
545	1058	880
546	1060	878
547	1062	876
548	1064	874
549	1065	872
550	1067	870
551	1069	868
552	1071	866
553	1073	864
554	1075	862
555	1077	860
556	1079	858
557	1081	856
558	1082	854
559	1084	852
560	1086	850
561	1088	848
562	1090	846
563	1091	844
564	1093	842
565	1095	840
566	1097	837
567	1099	836
568	1101	833
569	1102	831
570	1104	830
571	1106	828
572	1108	826
573	1110	824
574	1112	822
575	1114	820
576	1116	818
577	1117	816
578	1119	814
579	1121	812
580	1123	809
581	1125	808
582	1126	805
583	1128	803
584	1130	802
585	1132	799
586	1134	797
587	1135	795
588	1137	793
589	1139	792
590	1141	790
591	1143	788
592	1145	786
593	1147	784
594	1149	782
595	1151	780
596	1153	778
597	1155	776
598	1157	774
599	1159	773
600	1161	771
601	1163	769
602	1165	767
603	1168	765
604	1169	763
605	1171	761
606	1173	760
607	1175	758
608	1177	756
609	1179	754
610	1182	752
611	1184	751
612	1186	749
613	1188	746
614	1189	744
615	1192	743
616	1195	741
617	1198	740
618	1200	738
619	1202	736
620	1203	734
621	1205	732
622	1207	730
623	1209	728
624	1211	726
625	1213	724
626	1214	722
627	1217	720
628	1219	719
629	1220	717
630	1222	715
631	1224	713
632	1227	711
633	1229	709
634	1231	708
635	1234	706
636	1236	704
637	1238	702
638	1240	700
639	1242	699
640	1244	697
641	1246	695
642	1248	693
643	1251	691
644	1252	689
645	1254	687
646	1256	685
647	1258	683
648	1260	681
649	1262	679
650	1264	677
651	1266	676
652	1268	674
653	1270	672
654	1272	670
655	1274	668
656	1276	666
657	1278	664
658	1280	662
659	1282	660
660	1284	658
661	1285	656
662	1287	654
663	1289	652
664	1290	650
665	1292	648
666	1294	646
667	1296	644
668	1298	642
669	1299	640
670	1302	638
671	1304	636
672	1306	634
673	1308	633
674	1311	631
675	1313	629
676	1315	627
677	1317	625
678	1319	623
679	1321	621
680	1323	619
681	1325	618
682	1328	616
683	1330	614
684	1332	612
685	1334	610
686	1335	608
687	1337	606
688	1339	604
689	1341	602
690	1343	600
691	1344	598
692	1346	596
693	1348	594
694	1350	592
695	1352	590
696	1354	588
697	1356	586
698	1358	585
699	1360	583
700	1362	581
701	1364	579
702	1367	577
703	1369	575
704	1371	573
705	1373	572
706	1375	570
707	1378	568
708	1380	566
709	1382	564
710	1384	562
711	1387	561
712	1389	559
713	1391	557
714	1393	555
715	1395	553
716	1397	551
717	1399	549
718	1402	548
719	1404	546
720	1406	544
721	1408	542
722	1410	540
723	1413	538
724	1415	536
725	1417	534
726	1419	533
727	1422	531
728	1424	529
729	1426	527
730	1428	525
731	1431	523
732	1433	522
733	1435	520
734	1437	518
735	1439	516
736	1441	514
737	1443	512
738	1445	510
739	1447	508
740	1449	506
741	1451	504
742	1452	502
743	1454	500
744	1456	498
745	1458	496
746	1460	494
747	1462	492
748	1463	490
749	1465	488
750	1467	486
751	1469	484
752	1470	482
753	1472	480
754	1474	478
755	1476	476
756	1477	474
757	1479	472
758	1481	470
759	1483	468
760	1485	466
761	1487	464
762	1489	462
763	1491	460
764	1492	458
765	1494	456
766	1496	454
767	1498	452
768	1500	450
769	1501	448
770	1503	446
771	1505	444
772	1507	442
773	1508	440
774	1510	438
775	1512	436
776	1514	434
777	1516	432
778	1518	430
779	1520	428
780	1521	426
781	1523	424
782	1525	422
783	1527	420
784	1528	418
785	1530	416
786	1532	414
787	1533	412
788	1535	410
789	1537	408
790	1539	406
791	1540	404
792	1542	402
793	1544	400
794	1546	398
795	1547	396
796	1549	394
797	1551	392
798	1552	390
799	1554	388
800	1556	386
801	1558	384
802	1559	382
803	1561	380
804	1563	378
805	1564	376
806	1566	374
807	1568	372
808	1569	370
809	1571	368
810	1573	366
811	1575	364
812	1577	362
813	1578	360
814	1580	358
815	1582	356
816	1583	354
817	1585	352
818	1587	350
819	1589	348
820	1591	346
821	1593	344
822	1594	342
823	1596	340
824	1598	338
825	1599	336
826	1601	334
827	1603	333
828	1604	331
829	1606	329
830	1608	327
831	1610	325
832	1611	323
833	1613	321
834	1615	319
835	1616	317
836	1618	315
837	1620	313
838	1622	311
839	1623	309
840	1625	307
841	1627	305
842	1628	303
843	1630	301
844	1632	299
845	1633	297
846	1636	295
847	1637	293
848	1639	291
849	1641	289
850	1642	287
851	1644	285
852	1646	283
853	1647	281
854	1649	279
855	1651	277
856	1653	275
857	1655	273
858	1656	271
859	1658	270
860	1660	268
861	1662	266
862	1663	264
863	1665	262
864	1669	260
865	1672	258
866	1674	256
867	1676	254
868	1678	252
869	1679	251
870	1681	249
871	1683	247
872	1685	245
873	1687	243
874	1689	241
875	1690	239
876	1692	237
877	1694	235
878	1696	233
879	1698	231
880	1699	229
881	1701	227
882	1703	225
883	1705	223
884	1706	221
885	1708	219
886	1712	218
887	1713	216
888	1715	214
889	1717	212
890	1719	210
891	1720	208
892	1722	206
893	1724	204
894	1726	202
895	1728	200
896	1731	198
897	1733	196
898	1735	194
899	1736	192
900	1738	191
901	1740	189
902	1742	187
903	1744	185
904	1745	183
905	1747	181
906	1749	179
907	1751	177
908	1753	175
909	1754	173
910	1756	171
911	1758	169
912	1760	167
913	1762	165
914	1763	163
915	1765	161
916	1767	159
917	1769	158
918	1770	156
919	1772	154
920	1774	152
921	1776	150
922	1778	148
923	1779	146
924	1781	144
925	1783	142
926	1785	140
927	1786	138
928	1788	136
929	1790	134
930	1792	132
931	1794	130
932	1796	128
933	1797	127
934	1799	125
935	1801	123
936	1803	121
937	1804	119
938	1806	117
939	1808	115
940	1810	113
941	1811	111
942	1813	109
943	1815	107
944	1816	105
945	1818	103
946	1820	101
947	1822	99
948	1823	98
949	1825	96
950	1827	94
951	1829	92
952	1831	90
953	1833	88
954	1835	86
955	1836	84
956	1838	82
957	1840	80
958	1842	78
959	1844	76
960	1846	74
961	1848	73
962	1849	71
963	1851	69
964	1853	67
965	1855	65
966	1857	63
967	1859	61
968	1861	59
969	1863	57
970	1865	55
971	1866	53
972	1868	51
973	1870	49
974	1872	48
975	1874	46
976	1876	44
977	1878	42
978	1880	40
979	1911	39
980	1914	37
981	1917	35
982	1919	33
983	1922	31
984	1925	29
985	1927	27
986	1929	25
987	1932	23
988	1935	21
989	1938	19
990	1942	17
991	1945	15
992	1948	13
993	1951	11
994	1954	9
995	1956	7
996	1958	5
997	1960	3
998	1965	1
999	1967	0
