iter	Passed	Remaining
748	3490	1169
749	3494	1164
750	3498	1159
751	3501	1154
752	3505	1149
753	3509	1144
754	3512	1139
755	3516	1134
756	3521	1130
757	3528	1126
758	3532	1121
759	3535	1116
760	3540	1111
761	3544	1107
762	3548	1102
763	3552	1097
764	3555	1092
765	3559	1087
766	3563	1082
767	3566	1077
768	3570	1072
769	3573	1067
770	3577	1062
771	3580	1057
772	3585	1052
773	3589	1047
774	3592	1043
775	3596	1038
776	3600	1033
777	3603	1028
778	3607	1023
779	3611	1018
780	3615	1013
781	3619	1008
782	3622	1004
783	3626	999
784	3630	994
785	3634	989
786	3638	984
787	3641	979
788	3645	974
789	3649	970
790	3653	965
791	3656	960
792	3660	955
793	3664	950
794	3667	945
795	3671	941
796	3675	936
797	3679	931
798	3682	926
799	3686	921
800	3690	916
801	3694	912
802	3697	907
803	3701	902
804	3705	897
805	3709	892
806	3712	887
807	3716	883
808	3720	878
809	3724	873
810	3727	868
811	3731	864
812	3735	859
813	3739	854
814	3743	849
815	3747	844
816	3750	840
817	3754	835
818	3758	830
819	3761	825
820	3765	821
821	3769	816
822	3775	811
823	3779	807
824	3784	802
825	3788	797
826	3791	793
827	3796	788
828	3800	783
829	3804	779
830	3807	774
831	3812	769
832	3816	765
833	3820	760
834	3824	755
835	3829	751
836	3865	752
837	3881	750
838	3893	747
839	3901	743
840	3905	738
841	3910	733
842	3916	729
843	3920	724
844	3925	720
845	3929	715
846	3933	710
847	3937	705
848	3941	701
849	3945	696
850	3949	691
851	3953	686
852	3957	682
853	3961	677
854	3965	672
855	3970	667
856	3974	663
857	3978	658
858	3983	653
859	3987	649
860	3991	644
861	3995	639
862	3999	634
863	4003	630
864	4007	625
865	4011	620
866	4015	616
867	4019	611
868	4023	606
869	4027	601
870	4031	597
871	4035	592
872	4039	587
873	4043	582
874	4047	578
875	4051	573
876	4055	568
877	4059	564
878	4063	559
879	4067	554
880	4071	549
881	4075	545
882	4079	540
883	4083	535
884	4087	531
885	4091	526
886	4095	521
887	4099	516
888	4103	512
889	4106	507
890	4110	502
891	4115	498
892	4118	493
893	4123	488
894	4131	484
895	4136	480
896	4140	475
897	4145	470
898	4149	466
899	4153	461
900	4161	457
901	4169	453
902	4174	448
903	4181	444
904	4185	439
905	4190	434
906	4195	430
907	4199	425
908	4204	420
909	4209	416
910	4213	411
911	4218	407
912	4223	402
913	4227	397
914	4231	393
915	4234	388
916	4239	383
917	4243	379
918	4247	374
919	4250	369
920	4255	364
921	4259	360
922	4262	355
923	4266	350
924	4271	346
925	4275	341
926	4278	336
927	4283	332
928	4287	327
929	4291	323
930	4295	318
931	4299	313
932	4303	309
933	4307	304
934	4311	299
935	4315	295
936	4319	290
937	4324	285
938	4328	281
939	4332	276
940	4336	271
941	4340	267
942	4344	262
943	4348	257
944	4353	253
945	4357	248
946	4362	244
947	4367	239
948	4371	234
949	4376	230
950	4381	225
951	4385	221
952	4389	216
953	4393	211
954	4397	207
955	4401	202
956	4405	197
957	4409	193
958	4413	188
959	4417	184
960	4421	179
961	4425	174
962	4429	170
963	4432	165
964	4436	160
965	4440	156
966	4445	151
967	4449	147
968	4453	142
969	4456	137
970	4460	133
971	4464	128
972	4468	123
973	4472	119
974	4475	114
975	4479	110
976	4483	105
977	4487	100
978	4491	96
979	4495	91
980	4499	87
981	4502	82
982	4506	77
983	4510	73
984	4514	68
985	4517	64
986	4521	59
987	4525	54
988	4529	50
989	4532	45
990	4536	41
991	4540	36
992	4544	32
993	4548	27
994	4551	22
995	4556	18
996	4559	13
997	4563	9
998	4567	4
999	4571	0
