iter	RMSE
360	0.1542539201
361	0.1542484424
362	0.1542445738
363	0.1542356072
364	0.1542268925
365	0.1542233161
366	0.1542186319
367	0.1542157965
368	0.1542110871
369	0.1542077109
370	0.1542049413
371	0.1541972765
372	0.1541941814
373	0.1541892151
374	0.1541868285
375	0.1541860478
376	0.1541832702
377	0.1541802048
378	0.154172752
379	0.154167238
380	0.154161942
381	0.1541542883
382	0.1541504722
383	0.1541456453
384	0.1541410522
385	0.1541379984
386	0.154136071
387	0.1541313937
388	0.1541281235
389	0.154126178
390	0.1541226538
391	0.1541220119
392	0.1541196811
393	0.15411659
394	0.1541148271
395	0.1541100209
396	0.1541039543
397	0.1540988042
398	0.1540966531
399	0.154093827
400	0.1540893293
401	0.1540870879
402	0.1540850097
403	0.15408292
404	0.1540813861
405	0.1540771793
406	0.1540771038
407	0.1540735789
408	0.1540717063
409	0.1540694874
410	0.1540672139
411	0.1540653954
412	0.1540649472
413	0.154063173
414	0.154059509
415	0.1540593976
416	0.1540577366
417	0.1540552878
418	0.1540529572
419	0.1540494975
420	0.1540492608
421	0.1540464479
422	0.1540463631
423	0.1540459298
424	0.1540430915
425	0.1540430197
426	0.1540409964
427	0.1540406765
428	0.1540343428
429	0.1540319732
430	0.1540262438
431	0.154020898
432	0.1540185001
433	0.1540125085
434	0.1540122234
435	0.1540118267
436	0.1540076409
437	0.1540054315
438	0.1540038547
439	0.1540005522
440	0.1539990513
441	0.1539981543
442	0.1539962815
443	0.1539961972
444	0.1539961239
445	0.1539933004
446	0.1539898071
447	0.1539871796
448	0.1539858778
449	0.1539825959
450	0.1539800485
451	0.1539771347
452	0.1539749974
453	0.1539735282
454	0.1539721649
455	0.1539675536
456	0.1539670997
457	0.1539652624
458	0.1539631386
459	0.1539612263
460	0.1539587688
461	0.1539575516
462	0.1539556733
463	0.1539544698
464	0.1539519882
465	0.1539510262
466	0.1539472051
467	0.1539455265
468	0.1539440339
469	0.153943032
470	0.153941777
471	0.1539387877
472	0.1539380697
473	0.1539369763
474	0.1539350618
475	0.1539338421
476	0.1539322979
477	0.153931552
478	0.1539300674
479	0.1539291013
480	0.1539278503
481	0.1539268182
482	0.1539240113
483	0.153922455
484	0.1539214741
485	0.1539192744
486	0.153917358
487	0.1539152829
488	0.1539141642
489	0.1539127624
490	0.1539120453
491	0.1539111269
492	0.1539105484
493	0.1539098267
494	0.1539082367
495	0.1539072891
496	0.1539063461
497	0.1539053838
498	0.1539035199
499	0.1539020273
500	0.1539011758
501	0.1538996462
502	0.1538982873
503	0.153896568
504	0.1538955923
505	0.1538951436
506	0.153894246
507	0.1538932274
508	0.1538924336
509	0.1538918425
510	0.1538900793
511	0.1538892618
512	0.1538888667
513	0.1538879954
514	0.1538859678
515	0.1538845288
516	0.1538833461
517	0.1538826876
518	0.1538819533
519	0.1538814849
520	0.1538803882
521	0.1538790492
522	0.1538777491
523	0.1538774199
524	0.1538766471
525	0.1538760713
526	0.1538754472
527	0.1538748032
528	0.1538742056
529	0.1538729411
530	0.1538716415
531	0.1538714146
532	0.1538706298
533	0.1538695051
534	0.1538689844
535	0.1538677891
536	0.1538671971
537	0.1538665082
538	0.1538654491
539	0.1538637293
540	0.1538627486
541	0.1538612434
542	0.1538603533
543	0.1538597334
544	0.1538585139
545	0.1538577322
546	0.1538566782
547	0.1538559065
548	0.1538551042
549	0.153854791
550	0.1538539234
551	0.1538530371
552	0.1538524589
553	0.15385191
554	0.1538513846
555	0.1538506995
556	0.1538502087
557	0.1538494189
558	0.1538488443
559	0.1538479232
560	0.1538474926
561	0.1538466839
562	0.1538461807
563	0.1538454302
564	0.1538446117
565	0.1538440012
566	0.153843162
567	0.1538426473
568	0.1538417077
569	0.1538411146
570	0.1538404304
571	0.1538396896
572	0.1538390359
573	0.1538386522
574	0.1538380585
575	0.1538376329
576	0.1538370546
577	0.1538363517
578	0.1538357903
579	0.1538352859
580	0.1538346677
581	0.15383418
582	0.1538337499
583	0.1538333603
584	0.1538329288
585	0.1538325398
586	0.1538322728
587	0.1538317353
588	0.1538310266
589	0.1538306409
590	0.1538300188
591	0.1538296644
592	0.1538290008
593	0.153828421
594	0.1538275566
595	0.1538272129
596	0.1538265245
597	0.1538258515
598	0.1538255045
599	0.1538252268
600	0.1538250196
601	0.1538247264
602	0.1538245145
603	0.1538237553
604	0.1538232364
605	0.1538225098
606	0.1538221597
607	0.1538214556
608	0.1538211541
609	0.1538206877
610	0.1538202795
611	0.1538200864
612	0.1538197356
613	0.1538192175
614	0.1538186536
615	0.1538182831
616	0.1538180213
617	0.1538178549
618	0.1538175663
619	0.1538171616
620	0.1538164558
621	0.1538161383
622	0.153815892
623	0.1538151155
624	0.1538147
625	0.1538144832
626	0.153814079
627	0.1538137056
628	0.1538133017
629	0.1538129305
630	0.1538125781
631	0.153812088
632	0.1538119393
633	0.153811613
634	0.1538112353
635	0.1538109535
636	0.1538107845
637	0.1538102436
638	0.153809925
639	0.1538098523
640	0.1538095732
641	0.1538095097
642	0.1538091717
643	0.1538087455
644	0.153808466
645	0.1538082228
646	0.1538081614
647	0.1538078036
648	0.1538074515
649	0.1538071846
650	0.1538069526
651	0.15380646
652	0.1538061226
653	0.1538054501
654	0.1538049239
655	0.1538043171
656	0.1538041099
657	0.15380375
658	0.1538033162
659	0.1538031027
660	0.1538028183
661	0.1538024853
662	0.1538022606
663	0.1538021196
664	0.1538018895
665	0.1538017234
666	0.1538012726
667	0.1538010557
668	0.1538009059
669	0.1538006344
670	0.1538005722
671	0.1538004949
672	0.1538002667
673	0.1537999683
674	0.153799529
675	0.1537993391
676	0.1537989511
677	0.1537985695
678	0.1537982885
679	0.1537979628
680	0.1537978189
681	0.1537976062
682	0.1537972914
683	0.1537970264
684	0.1537967816
685	0.1537965311
686	0.1537963399
687	0.15379622
688	0.1537959014
689	0.1537956159
690	0.1537954561
691	0.1537952022
692	0.1537949887
693	0.1537948333
694	0.1537946339
695	0.1537942768
696	0.1537941569
697	0.1537938166
698	0.1537937264
699	0.1537933904
700	0.1537930967
701	0.1537929907
702	0.1537926998
703	0.1537924183
704	0.1537920694
705	0.1537918808
706	0.1537917576
707	0.1537915451
708	0.1537914375
709	0.1537911416
710	0.1537910215
711	0.1537909292
712	0.1537908175
713	0.1537907442
714	0.1537904852
715	0.1537903713
716	0.1537902682
717	0.1537900396
718	0.1537897839
719	0.1537896367
720	0.1537895592
721	0.1537894697
722	0.1537894084
723	0.1537892756
724	0.1537890711
725	0.1537888855
726	0.1537887709
727	0.1537885858
728	0.1537885741
729	0.1537883915
730	0.1537882124
731	0.1537878764
732	0.1537877879
733	0.1537876175
734	0.1537874248
735	0.1537871679
736	0.1537868573
737	0.1537867036
738	0.1537865608
739	0.1537864295
740	0.1537861921
741	0.1537860931
742	0.1537859645
743	0.1537858742
744	0.1537856892
745	0.1537855724
746	0.1537853512
747	0.15378511
748	0.1537850498
749	0.1537848654
750	0.153784679
751	0.1537845658
752	0.1537844107
753	0.1537842355
754	0.1537841416
755	0.1537840924
756	0.153783958
757	0.1537838606
758	0.1537836637
759	0.1537835285
760	0.1537833293
761	0.1537832579
762	0.153783125
763	0.1537830423
764	0.1537829265
765	0.1537828851
766	0.1537828246
767	0.1537827703
768	0.1537826785
769	0.1537825892
770	0.1537823943
771	0.1537823471
772	0.1537820788
773	0.1537819511
774	0.1537818551
775	0.1537817029
776	0.1537815607
777	0.1537814503
778	0.1537813342
779	0.1537812757
780	0.1537811283
781	0.1537809904
782	0.1537809001
783	0.1537807915
784	0.1537806562
785	0.1537804718
786	0.1537803446
787	0.1537801519
788	0.1537799839
789	0.1537797155
790	0.1537795262
791	0.1537794639
792	0.1537793115
793	0.1537792215
794	0.1537790682
795	0.1537789042
796	0.1537787213
797	0.1537785181
798	0.1537784162
799	0.1537783629
800	0.1537782568
801	0.1537781546
802	0.1537780725
803	0.1537779227
804	0.1537778364
805	0.1537776507
806	0.1537775692
807	0.1537775362
808	0.1537775074
809	0.1537774085
810	0.153777324
811	0.153777296
812	0.1537771453
813	0.1537770351
814	0.1537769334
815	0.1537768572
816	0.1537767944
817	0.1537767352
818	0.1537766852
819	0.153776575
820	0.1537765263
821	0.1537764303
822	0.1537763894
823	0.1537763056
824	0.1537762367
825	0.1537761664
826	0.1537760624
827	0.1537759729
828	0.1537759372
829	0.153775906
830	0.1537758592
831	0.1537758076
832	0.1537757669
833	0.1537757211
834	0.1537756627
835	0.1537755886
836	0.1537755124
837	0.1537754819
838	0.1537754544
839	0.1537754091
840	0.1537753858
841	0.1537753324
842	0.1537752708
843	0.153775183
844	0.1537751574
845	0.1537750925
846	0.1537750614
847	0.1537750421
848	0.1537750189
849	0.1537749258
850	0.1537748174
851	0.1537747227
852	0.1537746089
853	0.1537745665
854	0.1537744431
855	0.1537743382
856	0.1537742415
857	0.1537741579
858	0.1537740933
859	0.1537740705
860	0.1537739534
861	0.1537739038
862	0.1537737829
863	0.1537737063
864	0.153773606
865	0.1537735039
866	0.153773452
867	0.153773402
868	0.1537732877
869	0.1537732341
870	0.1537731567
871	0.1537730292
872	0.1537729389
873	0.1537728554
874	0.1537728252
875	0.1537727705
876	0.1537726955
877	0.1537726406
878	0.153772526
879	0.1537724811
880	0.1537724092
881	0.153772347
882	0.1537722976
883	0.1537722502
884	0.1537722301
885	0.1537721744
886	0.1537721155
887	0.153772073
888	0.1537720255
889	0.1537718815
890	0.153771812
891	0.1537717136
892	0.1537715884
893	0.153771571
894	0.1537715137
895	0.1537714663
896	0.1537713591
897	0.1537712792
898	0.1537712282
899	0.1537711386
900	0.1537709925
901	0.1537709744
902	0.153770892
903	0.1537708192
904	0.1537707399
905	0.153770725
906	0.1537707055
907	0.1537706387
908	0.153770572
909	0.1537705279
910	0.1537704897
911	0.1537704616
912	0.1537704467
913	0.1537704309
914	0.1537703407
915	0.1537703273
916	0.1537702573
917	0.1537702431
918	0.1537701809
919	0.1537701007
920	0.1537699525
921	0.1537699373
922	0.1537698719
923	0.1537698076
924	0.1537697677
925	0.1537697329
926	0.1537697067
927	0.1537697012
928	0.153769639
929	0.1537695995
930	0.1537695695
931	0.1537695141
932	0.1537694711
933	0.1537693943
934	0.1537693186
935	0.1537692878
936	0.1537692403
937	0.153769208
938	0.1537691202
939	0.1537690632
940	0.1537690365
941	0.153769025
942	0.1537689682
943	0.1537689405
944	0.1537688447
945	0.1537687955
946	0.1537687525
947	0.1537686973
948	0.1537686571
949	0.1537685646
950	0.1537685309
951	0.1537685195
952	0.1537684911
953	0.153768416
954	0.1537683657
955	0.1537683167
956	0.153768267
957	0.1537682333
958	0.1537681628
959	0.1537681278
960	0.1537680986
961	0.1537680671
962	0.1537680373
963	0.1537679737
964	0.1537679374
965	0.1537679025
966	0.1537678599
967	0.1537678152
968	0.1537678055
969	0.1537677699
970	0.1537677155
971	0.1537676943
972	0.1537676633
973	0.1537676309
974	0.1537675979
975	0.1537675902
976	0.1537675476
977	0.1537675058
978	0.1537674974
979	0.1537674613
980	0.1537674218
981	0.1537673724
982	0.153767351
983	0.1537673328
984	0.1537673025
985	0.1537672531
986	0.1537672028
987	0.1537671721
988	0.153767122
989	0.1537670799
990	0.1537670733
991	0.1537670496
992	0.1537670229
993	0.1537670114
994	0.1537669731
995	0.1537669629
996	0.1537669581
997	0.1537669139
998	0.1537668674
999	0.1537668481
